(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(8, 0, 0)
(16, 0, 0)
(4, 0, 0)
(12, 0, 0)
(0, 0, 0)
(2, 0, 1)
(32, 0, 1)
(1, 1, 1)
(29, 0, 2)
(1, 1, 1)
(2, 0, 1)
(6, 0, 2)
(4, 0, 1)
(10, 0, 0)
(6, 0, 2)
(10, 0, 1)
(11, 1, 2)
(6, 0, 0)
(9, 0, 1)
(0, 0, 2)
(2, 0, 3)
(1, 1, 3)
(6, 0, 2)
(5, 1, 2)
(20, 0, 0)
(16, 0, 0)
(14, 0, 0)
(22, 1, 0)
(18, 0, 0)
(88, 97, 106)
(112, 118, 130)
(89, 98, 107)
(97, 103, 115)
(96, 102, 114)
(108, 105, 114)
(40, 45, 51)
(91, 89, 90)
(109, 106, 115)
(51, 54, 61)
(41, 55, 64)
(45, 0, 3)
(39, 53, 62)
(40, 54, 63)
(50, 67, 75)
(0, 0, 0)
(111, 108, 91)
(114, 108, 94)
(1, 1, 1)
(110, 107, 90)
(0, 0, 0)
(1, 1, 1)
(12, 8, 9)
(13, 9, 10)
(2, 0, 1)
(2, 0, 3)
(2, 0, 1)
(18, 12, 16)
(19, 13, 17)
(14, 10, 11)
(0, 0, 0)
(6, 0, 0)
(14, 0, 0)
(18, 0, 0)
(24, 0, 0)
(0, 0, 0)
(1, 1, 1)
(2, 0, 1)
(1, 0, 0)
(4, 0, 0)
(0, 0, 0)
(1, 1, 1)
(0, 0, 2)
(1, 0, 0)
(0, 1, 0)
(0, 0, 0)
(1, 1, 1)
(1, 1, 0)
(1, 0, 0)
(0, 0, 2)
(2, 0, 1)
(0, 0, 0)
(1, 1, 1)
(1, 0, 0)
(3, 1, 2)
(154, 159, 152)
(155, 160, 153)
(138, 148, 150)
(137, 147, 149)
(138, 150, 150)
(52, 40, 28)
(50, 38, 26)
(53, 41, 29)
(49, 37, 25)
(48, 36, 24)
(0, 0, 0)
(0, 0, 2)
(1, 1, 3)
(1, 1, 1)
(1, 0, 0)
(54, 54, 54)
(53, 53, 53)
(55, 55, 55)
(54, 54, 56)
(53, 53, 55)
(17, 5, 7)
