(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(1, 1, 1)
(0, 0, 0)
(0, 0, 2)
(1, 1, 1)
(1, 1, 3)
(0, 1, 6)
(0, 0, 0)
(0, 0, 2)
(1, 1, 1)
(1, 1, 3)
(0, 1, 6)
(0, 0, 0)
(1, 1, 1)
(0, 0, 2)
(1, 1, 3)
(2, 2, 2)
(0, 0, 0)
(1, 1, 1)
(0, 0, 2)
(1, 1, 3)
(0, 2, 1)
(0, 0, 0)
(0, 0, 2)
(1, 1, 3)
(1, 1, 1)
(2, 2, 4)
(0, 0, 0)
(1, 1, 1)
(0, 0, 2)
(1, 1, 3)
(2, 2, 4)
(6, 4, 5)
(5, 3, 4)
(7, 5, 6)
(0, 0, 0)
(4, 2, 3)
(79, 124, 153)
(87, 143, 166)
(80, 125, 154)
(79, 126, 154)
(78, 123, 152)
(1, 1, 3)
(0, 0, 2)
(2, 2, 4)
(0, 0, 0)
(2, 1, 6)
(1, 1, 3)
(0, 0, 2)
(2, 2, 4)
(3, 3, 5)
(1, 0, 5)
(1, 1, 3)
(0, 0, 2)
(1, 1, 1)
(2, 2, 4)
(0, 0, 0)
(27, 25, 26)
(26, 24, 25)
(25, 25, 25)
(24, 24, 24)
(26, 25, 23)
(23, 23, 23)
(17, 17, 17)
(24, 24, 24)
(18, 18, 18)
(22, 22, 22)
(20, 18, 19)
(19, 17, 18)
(0, 0, 0)
(21, 19, 20)
(18, 16, 17)
(1, 1, 3)
(2, 0, 3)
(3, 1, 4)
(2, 2, 4)
(0, 0, 2)
(0, 0, 0)
(0, 0, 2)
(1, 0, 5)
(1, 1, 3)
(0, 0, 4)
(1, 1, 3)
(0, 0, 2)
(2, 2, 4)
(1, 0, 5)
(2, 1, 6)
(1, 1, 3)
(0, 0, 2)
(2, 2, 4)
(1, 0, 5)
(3, 3, 5)
(1, 1, 3)
(0, 0, 2)
(2, 2, 4)
(1, 0, 5)
(2, 1, 6)
(1, 1, 3)
(2, 1, 6)
(2, 2, 4)
(1, 0, 5)
(3, 2, 7)
(1, 1, 3)
(2, 2, 4)
(3, 3, 5)
(2, 1, 6)
