(1, 1, 0)
(0, 0, 0)
(2, 1, 0)
(2, 0, 1)
(2, 2, 0)
(1, 1, 0)
(3, 2, 0)
(2, 1, 0)
(3, 3, 1)
(2, 2, 2)
(3, 3, 3)
(1, 1, 1)
(2, 2, 4)
(4, 4, 4)
(1, 1, 1)
(4, 0, 0)
(6, 0, 0)
(0, 0, 0)
(10, 0, 1)
(16, 5, 3)
(6, 0, 0)
(4, 0, 0)
(17, 6, 4)
(7, 1, 1)
(5, 5, 5)
(4, 4, 4)
(6, 6, 6)
(3, 3, 3)
(5, 5, 3)
(2, 2, 2)
(3, 3, 3)
(4, 4, 4)
(1, 1, 1)
(3, 3, 1)
(1, 1, 1)
(4, 0, 0)
(2, 1, 0)
(6, 0, 0)
(5, 1, 0)
(163, 124, 81)
(162, 123, 80)
(168, 129, 86)
(161, 122, 79)
(167, 128, 85)
(4, 5, 0)
(68, 67, 99)
(70, 69, 103)
(69, 68, 102)
(63, 62, 93)
(77, 66, 96)
(78, 67, 97)
(76, 65, 95)
(40, 40, 66)
(78, 69, 100)
(72, 70, 91)
(75, 72, 91)
(68, 69, 89)
(71, 69, 90)
(69, 70, 91)
(75, 96, 115)
(76, 97, 116)
(69, 94, 114)
(72, 95, 113)
(78, 96, 116)
(174, 209, 228)
(158, 195, 221)
(129, 105, 81)
(128, 104, 80)
(127, 103, 79)
(149, 132, 140)
(150, 133, 141)
(149, 132, 142)
(150, 133, 143)
(187, 184, 211)
(139, 151, 175)
(140, 152, 176)
(138, 150, 174)
(141, 153, 177)
(134, 146, 170)
(203, 206, 225)
(232, 212, 188)
(203, 205, 226)
(202, 205, 224)
(204, 206, 227)
(51, 44, 34)
(50, 43, 33)
(52, 45, 35)
(49, 42, 32)
(53, 49, 40)
(108, 84, 60)
(107, 83, 59)
(106, 82, 58)
(109, 85, 61)
(121, 97, 71)
(1, 1, 1)
(1, 1, 0)
(2, 2, 0)
(213, 189, 153)
(223, 197, 164)
(255, 255, 255)
(4, 5, 0)
(5, 6, 1)
(16, 15, 11)
(17, 16, 12)
(0, 2, 1)
(16, 17, 12)
(17, 18, 13)
(35, 37, 34)
(36, 38, 35)
(5, 4, 0)
(3, 2, 0)
(4, 3, 0)
(3, 4, 0)
(121, 77, 50)
(190, 134, 87)
(189, 133, 86)
(195, 139, 92)
(193, 137, 90)
(191, 135, 88)
(101, 94, 84)
(100, 93, 83)
(99, 92, 82)
(102, 95, 85)
(94, 87, 77)
(149, 114, 76)
(150, 115, 77)
(138, 104, 69)
(137, 103, 68)
(142, 108, 71)
(255, 255, 255)
(253, 253, 253)
(1, 1, 1)
(49, 35, 22)
(48, 34, 21)
(255, 255, 255)
(1, 1, 1)
(56, 64, 83)
(58, 66, 85)
(65, 73, 92)
(7, 1, 1)
(1, 1, 1)
(0, 0, 0)
(6, 0, 0)
(0, 2, 1)
(130, 77, 35)
(136, 83, 41)
(137, 84, 42)
(129, 76, 34)
(130, 77, 37)
(60, 41, 24)
(59, 40, 23)
(102, 58, 23)
(103, 59, 24)
(61, 42, 25)
(29, 20, 11)
(30, 19, 13)
(29, 18, 12)
(85, 114, 130)
(30, 21, 12)
(3, 5, 4)
(4, 6, 5)
(2, 4, 3)
(5, 7, 6)
(6, 8, 7)
(1, 1, 1)
(12, 10, 11)
(11, 9, 10)
(13, 11, 12)
(10, 8, 9)
(2, 2, 0)
(2, 2, 2)
(3, 3, 1)
(1, 1, 1)
(3, 3, 3)
(73, 90, 106)
(108, 127, 141)
(75, 92, 108)
(71, 88, 104)
(74, 91, 107)
(87, 111, 149)
(86, 110, 148)
(93, 119, 156)
(92, 118, 155)
(81, 103, 140)
(117, 133, 159)
(111, 126, 155)
(116, 132, 158)
(110, 125, 154)
(128, 144, 169)
(216, 232, 248)
(201, 217, 240)
(232, 212, 187)
(194, 210, 235)
(231, 211, 186)
(208, 192, 167)
(209, 193, 168)
(208, 194, 168)
(207, 193, 167)
(209, 195, 169)
(130, 104, 77)
(131, 105, 78)
(135, 110, 80)
(121, 97, 71)
(122, 98, 72)
(75, 71, 62)
(76, 72, 63)
(55, 51, 42)
(56, 52, 43)
(74, 70, 61)
(14, 16, 15)
(2, 38, 52)
(13, 15, 14)
(18, 19, 14)
(1, 43, 57)
(1, 1, 1)
(12, 12, 12)
(11, 11, 11)
(13, 13, 13)
(10, 10, 10)
(1, 1, 1)
(2, 2, 2)
(4, 4, 4)
(3, 3, 3)
(5, 5, 5)
(0, 0, 0)
(11, 11, 11)
(9, 9, 9)
(10, 10, 10)
(1, 1, 1)
(9, 9, 9)
(6, 6, 6)
(4, 4, 4)
(8, 8, 8)
(5, 5, 5)
(16, 16, 16)
(17, 17, 17)
(18, 18, 18)
(19, 19, 19)
(0, 0, 0)
(18, 19, 11)
(11, 12, 6)
(10, 11, 5)
(12, 13, 7)
(27, 29, 18)
(14, 4, 5)
(15, 5, 4)
(15, 5, 6)
(14, 4, 3)
(12, 2, 3)
(204, 165, 124)
(205, 166, 125)
(206, 167, 126)
(203, 164, 123)
(202, 163, 122)
(168, 211, 220)
(167, 205, 214)
(168, 206, 215)
(168, 206, 217)
(169, 212, 221)
(171, 135, 101)
(173, 134, 101)
(172, 136, 102)
(172, 133, 100)
(170, 134, 100)
(158, 122, 98)
(159, 123, 99)
(157, 121, 97)
(155, 120, 98)
(156, 121, 99)
(125, 122, 105)
(127, 122, 103)
(126, 123, 106)
(98, 95, 80)
(99, 96, 81)
(57, 43, 30)
(56, 42, 29)
(58, 44, 31)
(58, 42, 27)
(55, 41, 28)
(179, 125, 87)
(180, 126, 88)
(178, 124, 86)
(177, 123, 85)
(185, 132, 92)
(157, 105, 68)
(156, 104, 67)
(158, 106, 69)
(155, 103, 66)
(159, 107, 70)
(158, 122, 88)
(109, 82, 53)
(159, 123, 89)
(102, 75, 48)
(108, 81, 52)
(49, 32, 22)
(50, 33, 23)
(42, 28, 19)
(48, 31, 21)
(43, 29, 20)
(189, 149, 113)
(188, 148, 112)
(190, 150, 114)
(184, 144, 108)
(183, 143, 107)
(253, 255, 241)
(226, 229, 220)
(228, 231, 222)
(227, 230, 221)
(221, 224, 215)
(1, 1, 1)
(0, 2, 0)
(0, 2, 1)
(4, 5, 0)
(2, 2, 0)
(4, 5, 0)
(5, 6, 1)
(6, 7, 2)
(201, 167, 129)
(202, 168, 130)
(190, 172, 136)
(190, 170, 133)
(189, 169, 132)
(191, 173, 137)
(191, 171, 134)
(1, 1, 1)
(0, 0, 0)
(177, 150, 131)
(1, 1, 0)
(181, 160, 141)
(215, 194, 151)
(216, 195, 152)
(216, 193, 151)
(200, 178, 139)
(214, 191, 149)
(163, 184, 215)
(202, 219, 237)
(164, 185, 216)
(194, 212, 234)
(196, 213, 233)
(207, 191, 178)
(219, 207, 193)
(212, 199, 182)
(1, 1, 1)
(208, 191, 181)
(255, 255, 247)
(253, 254, 246)
(221, 222, 214)
(223, 224, 216)
(228, 229, 221)
(210, 219, 228)
(209, 218, 227)
(211, 220, 229)
(210, 219, 226)
(212, 221, 228)
(146, 126, 101)
(155, 134, 107)
(154, 133, 106)
(148, 128, 103)
(147, 127, 102)
(154, 142, 128)
(155, 143, 129)
(153, 141, 127)
(161, 149, 135)
(148, 136, 122)
(61, 47, 36)
(62, 48, 37)
(143, 110, 77)
(142, 109, 76)
(144, 111, 78)
(56, 44, 30)
(55, 43, 29)
(57, 45, 31)
(54, 42, 28)
(58, 46, 32)
(158, 141, 111)
(140, 128, 102)
(157, 140, 110)
(156, 139, 109)
(132, 121, 103)
(38, 40, 29)
(39, 41, 30)
(28, 34, 24)
(37, 39, 28)
(45, 45, 33)
(11, 10, 6)
(10, 11, 6)
(0, 0, 0)
(11, 12, 7)
(9, 10, 4)
(148, 167, 199)
(127, 146, 178)
(149, 168, 200)
(126, 145, 177)
(147, 166, 198)
(221, 187, 142)
(220, 186, 141)
(222, 188, 143)
(221, 188, 143)
(220, 188, 139)
(255, 255, 255)
(124, 139, 160)
(125, 140, 161)
(123, 138, 159)
(103, 118, 139)
(182, 168, 181)
(183, 169, 182)
(181, 167, 180)
(185, 171, 184)
(184, 170, 183)
(0, 0, 0)
(1, 1, 1)
(2, 2, 2)
(3, 3, 3)
(51, 44, 36)
(254, 250, 239)
(12, 10, 11)
(13, 11, 12)
(11, 9, 10)
(17, 15, 16)
(161, 141, 114)
(169, 148, 119)
(167, 148, 118)
(163, 142, 113)
(168, 147, 118)
(209, 227, 231)
(210, 227, 234)
(208, 227, 234)
(211, 226, 231)
(210, 225, 230)
(223, 234, 240)
(222, 233, 239)
(220, 235, 242)
(214, 234, 245)
(217, 236, 243)
(7, 1, 1)
(3, 1, 2)
(6, 0, 0)
(8, 2, 2)
(4, 2, 3)
(233, 243, 253)
(225, 242, 252)
(223, 239, 254)
(220, 237, 253)
(231, 244, 252)
(115, 149, 187)
(116, 150, 188)
(114, 148, 186)
(192, 212, 236)
(117, 151, 189)
(1, 1, 1)
(158, 177, 209)
(164, 181, 207)
(0, 0, 0)
(165, 181, 204)
(231, 185, 149)
(230, 186, 149)
(232, 186, 150)
(231, 187, 150)
(230, 184, 148)
(253, 253, 253)
(251, 251, 251)
(249, 249, 249)
(255, 255, 255)
(246, 246, 246)
(171, 137, 100)
(172, 138, 101)
(170, 136, 99)
(173, 139, 102)
(188, 150, 113)
(0, 0, 0)
(0, 2, 15)
(0, 2, 14)
(0, 1, 5)
(1, 3, 16)
