(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(4, 6, 5)
(6, 8, 7)
(7, 9, 8)
(8, 10, 9)
(9, 11, 10)
(8, 8, 8)
(6, 8, 7)
(6, 6, 6)
(16, 18, 13)
(17, 19, 14)
(5, 5, 5)
(3, 5, 4)
(4, 6, 5)
(4, 4, 4)
(6, 6, 6)
(5, 5, 5)
(6, 6, 6)
(8, 8, 8)
(4, 4, 4)
(9, 8, 6)
(9, 8, 6)
(8, 7, 5)
(22, 34, 22)
(10, 9, 7)
(9, 8, 4)
(24, 27, 16)
(6, 6, 6)
(36, 43, 25)
(5, 4, 2)
(6, 5, 3)
(5, 4, 2)
(4, 3, 1)
(6, 5, 3)
(6, 4, 5)
(8, 7, 5)
(43, 54, 46)
(45, 58, 51)
(44, 57, 48)
(43, 56, 47)
(39, 53, 40)
(6, 8, 7)
(7, 9, 8)
(8, 10, 9)
(6, 6, 6)
(9, 11, 10)
(6, 8, 7)
(4, 6, 5)
(3, 4, 8)
(4, 5, 9)
(21, 36, 31)
(15, 19, 18)
(16, 21, 17)
(15, 20, 16)
(14, 18, 17)
(14, 19, 15)
(2, 6, 9)
(4, 8, 11)
(3, 4, 8)
(5, 9, 12)
(1, 5, 8)
(8, 8, 8)
(4, 5, 9)
(6, 6, 6)
(9, 9, 9)
(6, 8, 7)
(4, 6, 5)
(12, 18, 16)
(13, 19, 15)
(11, 17, 15)
(12, 18, 14)
(0, 3, 12)
(0, 9, 18)
(0, 8, 17)
(0, 10, 19)
(0, 7, 16)
(13, 36, 42)
(15, 35, 42)
(12, 35, 41)
(14, 37, 43)
(70, 102, 81)
(12, 21, 26)
(14, 23, 28)
(11, 20, 25)
(13, 20, 26)
(15, 26, 32)
(10, 12, 11)
(9, 11, 10)
(14, 25, 29)
(8, 10, 9)
(16, 35, 41)
(78, 112, 111)
(72, 108, 106)
(77, 111, 110)
(71, 106, 102)
(73, 109, 107)
(10, 11, 6)
(9, 10, 5)
(8, 9, 4)
(11, 12, 7)
(6, 7, 2)
(6, 11, 15)
(1, 5, 8)
(5, 10, 14)
(2, 6, 9)
(4, 8, 11)
(2, 6, 9)
